,Unnamed: 0,newspaper_name,date_of_incident,time_of_incident,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,driver_age,links,description_text,published_time,full_text
204,204,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-bangladeshis-killed-in-ksa-road-crash/38897,2 Bangladeshis killed in KSA road crash,"December 21, 2019","The deceased were identified as Sajjad Ahmed Saju, son of Abdul Baten of Langolbond Bajurbag area of Narayanganj Bondor upazila and Mesbah Uddin Fahim, son of Salauddin of Kolabag of the same upazila .Farabi Fahad , younger brother of Fahim and also a Saudi expatriate, said the accident occurred when a vehicle carrying the victims overturned on their way to Jeddah from Madinah.Three others – Motiur, Hanifa and Selim- were also injured in the accident. They also hail from Bondor upazila."
205,205,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/man-killed-daughter-injured-in-jashore-road-crash/38709,"Man killed, daughter injured in Jashore road crash","December 20, 2019","The deceased was identified as Moazzem Hossain, 55, son of Mosharraf Hossain hailing from Birampur in Sadar upazila.According to relatives, Moazzem died on the spot when a bus of ‘Gorai Paribahan’ from Khulna crashed into their motorcycle when he along with his daughter Falguni Akhter was returning from Kaliganj.Dr Kajal Mallick, a physician at the emergency department of Jashore General Hospital, described the condition of Falguni as critical.Moniruzzaman, officer-in-charge of Kotwali Police Station, said the body was sent to the morgue."
206,206,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/man-killed-in-city-road-crash/38639,Man killed in city road crash,"December 19, 2019","The deceased was identified as Ashrafuddin Dewan, 60, a resident of Mirpur area hailing from Gazaria upazila of Munshiganj.The accident took place around 9:30am.A bus of ‘Prajapati Paribahan’ hit Dewan when he was crossing road in front of Care Hospital, leaving him injured, said Bachchu Mia, inspector of Dhaka Medical College Hospital (DMCH) police outpost.Later, he was taken to DMCH where doctors pronounced him dead."
207,207,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/youth-killed-in-magura-road-crash/38620,Youth killed in Magura road crash,"December 19, 2019","The deceased was identified as Yeasin Molla, 21, son of Mujibur Rahman of Mousha village in the upazila.The accident took place in the area around 9pm when the goods-laden truck hit a motorbike carrying two people, leaving Yeasin dead on the spot and injuring another.The injured Rashida Begum was taken to a local hospital."
208,208,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/five-killed-in-rajbari-road-crash/38569,Five killed in Rajbari road crash,"December 18, 2019","Two of the deceased were identified as Mizanur Rahman of Bahadurpur in Pangsa upazila, and Forman Mandal of Kumarkhali upazila in Kushtia district.Quamrul Islam, officer-in-charge of Kalukhali Police Station, said the Kushtia-bound ‘Lalon Paribahan’ bus collided with the Daulatdia-bound ‘Arif Paribahan’ bus, leaving two passengers dead on the spot and 33 others injured.Of the injured, two died on the way to Rajbari Sadar Hospital and one to Faridpur Medical College Hospital."
209,209,,,,,,,,,,,https://unb.com.bd/category/World/hong-kong-bus-crash-kills-6-injures-more-than-30-others/38545,"Hong Kong bus crash kills 6, injures more than 30 others","December 18, 2019",The crash in the New Territories of Hong Kong that border mainland China tore away much of the left side of the bus and ripped a jagged hole in its roof.Police said three women and three men died. Fire services initially said four people were killed.Police said the bus was traveling on a highway from the town of Fanling.
210,210,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-sylhet-road-accident/38397,Two killed in Sylhet road accident,"December 17, 2019","The deceased were identified as Russel Ahmed, 26, son of Jamir Uddin of Kanaighat upazila, and Sabnur Begum, 19, daughter of Haris Uddin of Zakiganj upazila.Meer MdA bdunNaser, officer-in-charge of Jakiganj Police Station said a truck hit the motorbike at Zakiganj Hafsa Mazumder Mahila Degree College area, leaving the duo severely injured.Locals took them to Zakiganj Upazila Health Complex where doctors declared them dead, the OC added."
211,211,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-rajshahi-road-crash/38239,Two killed in Rajshahi road crash,"December 15, 2019","The deceased were identified as driver Sifat Hossain, 20, of Shah Makhdum Thana area and pedestrian Khayer Ali, 50, of Keshwarhat area in the upazila. Mostaque Ahmed, officer-in-charge of Mohanpur Police Station, said the accident took place around 8:45am when motorcyclist Sifat hit Khayer after losing control over the steering, leaving them critically injured. They were taken to Rajshahi Medical College Hospital where doctors declared the duo dead. The bodies were kept at the hospital morgue for autopsy, the OC added."
212,212,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-killed-in-pirojpur-road-crash/37343,3 killed in Pirojpur road crash,"December 08, 2019","Two of the deceased were identified as freedom fighter Abu Jafar Ahmed, 65, and Belal Hossain, 35, residents of Devipur in the upazila.The Pathargaht-bound bus hit the auto-rickshaw around 5:30am, killing a passenger on the spot and injuring four others, said Maksudur Rahman, officer-in-charge of Mathbaria Police Station.The injured were sent to Sher-e-Bangla Medical College Hospital in Barishal where doctors declared two of them dead. On information, police recovered the bodies and sent those to hospital for autopsy.They also seized the bus but its deriver and helper managed to flee the scene, the OC added."
213,213,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/madrasah-teacher-killed-in-road-accident/37099,Madrasah teacher killed in road accident,"December 06, 2019","The deceased Komoruddin, 50, a teacher of Matikumra madrasah under Jhikorgachha upazila and a resident of village Pachpota under Monirampur upazila.Tanvir Ahmed, son of the deceased, said his father driving motorcycle came to Moheshpur Bazar of Jhikorgachha upazila in the morning. At this time, a ‘nosimon’ coming from the opposite direction dashed him while he was talking to someone sitting on the motorbike by the side of the road. As a result, he received serious injury after falling on the road.After providing first-aid at a clinic at Bakra, the madrasah teacher Komoruddin was taken to Jashore 250-bed General Hospital where Dr Amio Das of emergency department declared him dead.He however said that the teacher died much before being taken to the hospital.Rashedul Islam, SI of Kotwali police station, confirmed the death of Komoruddin."
214,214,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/college-student-killed-in-nawabganj-road-crash/36900,College student killed in Nawabganj road crash,"December 04, 2019","The deceased was identified as Badhan, 19, son of Ohidur of Agala village in the upazila. He was an 11th grader of Government Dohar-Nawabganj College.Sub Inspector Moshiur Rahman of Nawabganj Police Station, said Badhan along with his friend Rahat was returning home by a motorcycle in the afternoon.The accident took place in front of Pilot Higher Secondary Girls' School when the motorbike overturned after he lost control overt it , leaving the two and a pedestrian injured.Later, locals rushed them to Upazila Health Complex from where doctors referred Badhan to Sir Salimullah Medical College Hospital where doctors declared him dead, the SI added."
215,215,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-motorcyclists-killed-in-rangpur-road-crash/36882,2 motorcyclists killed in Rangpur road crash,"December 04, 2019","The deceased were identified as Sabbir, 18 and Al Farazi, 7 of the area.Zafar Ali, officer-in-charge of Mithapukur Police Station, said the accident took place around 9:15 am when a fertilizer-laden trolley hit the motorbike they were riding, leaving Farazi dead on the spot and Sabbir injured.Later, he died on way to Upazila Health Complex.No one was arrested in this connection."
216,216,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/truck-rams-auto-rickshaw-pedestrians-in-kurigram-2-dead/36658,"Truck rams auto-rickshaw, pedestrians in Kurigram; 2 dead","December 02, 2019","The deceased were identified as Halim, 30, of Khalilganj village, and Jubayer, 25, Togoraihat in Sadar upazila.Mahfuzur Rahman, officer-in-charge of Sadar Police Station, said the accident took place at noon when the driver of the Kurigram-bound truck from Nageswari lost his control over the steering, killing the duo on the spot.On information, members of Fire Service, Red Crescent and police recovered the bodies and rescued the injured. Six of the injured were sent to Rangpur Medical College Hospital."
217,217,,,,,,,,,,,https://unb.com.bd/category/World/6-killed-10-injured-in-bus-tank-truck-collision-in-indias-west-bengal/36424,"6 killed, 10 injured in bus-tank truck collision in India's West Bengal","November 30, 2019","The accident took place at Farakka in Murshidabad district, about 289 km north of Kolkata, the capital city of West Bengal.""Early today at around 5:00 a.m. (local time) a bus carrying passengers collided with an oil tank truck here killing six people and injuring 10 others,"" a police official posted in Murshidabad said. ""The dead include drivers of both the vehicles.""Police said the injured were removed to hospital, where condition of some of them was stated to be critical.""At the time of the accident, the passengers inside the bus were mostly asleep,"" the official said.According to police, the impact of the accident pointed out that both the vehicles were being driven rashly.Rescue officers had to cut the metal sides of the bus to take out the injured and bodies, police said.Deadly road accidents are common in India often caused due to overloading, bad condition of roads and reckless driving.Indian government this month released a report saying 151,471 people were killed in road accidents during 2018 across the country. The maximum deaths during road accidents in 2018 as per the report were caused due to overspeeding.Officials say on an average of over 400 deaths take place every day in India due to road accidents."
218,218,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/three-killed-in-kushtia-road-crash/36185,Three killed in Kushtia road crash,"November 28, 2019","One of the deceased was identified as Hamidul Islam, 55 of Talbari area, while identities of two others could not be known yet. Abul Kalam Azad, officer-in-charge of Mirpur Police Station, said the accident took place around 6 pm, leaving three passengers of the auto-rickshaw dead on the spot."
219,219,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/bus-truck-collision-leaves-2-dead-in-manikganj/35645,Bus-truck collision leaves 2 dead in Manikganj,"November 24, 2019","The deceases were identified as truck driver Md Saifullah Morol, 30, of Tala upazila in Satkhira district, and bus passenger Masudur Sheikh, 26, of Sadar upazila in Faridpur district. In-charge of Barangail Highway Police outpost Yamin-ud-Doula said the Faridpur-bound bus collided with the fish-laden truck around 12:30am, leaving the duo dead on the spot and 20 people injured. On information, police recovered the bodies while the injured were taken to hospital. The condition of five of the injured was stated to be critical, the OC added."
220,220,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/college-boy-killed-in-barishal-road-crash/35640,College boy killed in Barishal road crash,"November 24, 2019","The deceased was identified as Abhoy Das, 17, a first year student of Infra Polytechnic Institute and son of Sajal Das of Sarikor in Gournadi upazila of the district. He used to reside in a mess in Sher-e-Bangla Road area of the city.Witnesses the truck hit the motorcycle at Nathullabad around 11:30pm, leaving Abhoy critically injured.He was taken to Sher-e-Bangla Medical College Hospital where doctors declared him dead.Officer-in-charge of Airport Police Station Zahid Bin Alam said they seized the truck but its driver managed to flee."
221,221,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/eight-munshiganj-road-crash-victims-buried/35571,Eight Munshiganj road crash victims buried,"November 23, 2019","They were buried after a namaz-e-janaza at Brammangaon High School ground in Louhajang upazila around 10am.Ten people were killed in a fatal accident in Sreenagar upazila on Friday.The victims are – Abdur Rashid Bepari, 60, Liza, 22, her daughter Tabassum, 4, Ranu Akhter, 12, Keramat Ali, 70, Mofizul, 60, Runa Akter, 22, her son Tahsan, 3, Jahangir Alam, 45 and microbus driver Billal, 28.A seven-member investigation committee, led by Additional Deputy Commissioner Deepak Kumar Roy, has been formed to look into the accident. The committee has been asked to submit a report within seven working days."
222,222,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-gopalganj-road-crash/35296,2 killed in Gopalganj road crash,"November 21, 2019","The deceased were identified as Manjur Sardar, 50, of Tebaria in Sadar upazila and Mamun Shikdar, 60 of Kashiani upazila.The accident took place around 8:30am when the Dhaka-bound covered-van hit a van carrying two people, leaving the duo dead on the spot, said Sub-Inspector of Sadar Police Station Saiful Islam.On information, police recovered the bodies and seized the covered-van."
223,223,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/police-constable-killed-in-cumilla-road-crash/35158,Police constable killed in Cumilla road crash,"November 20, 2019","The deceased was identified as Nur Hossain, 35, son of Abdul Haque of Laxmipur district.Nazrul Islam, officer-in-charge of Sadar Dakkhin Police Station, said the accident took place around midnight when a police vehicle plunged into a roadside ditch after being hit by a truck from behind.Nur was killed on the spot and three others injured.The injured Assistant Sub-Inspector Mohsin Ali, Constable Ismail Hossain and the driver Ershad Mia were taken to Cumilla Medical College Hospital.Later, a team of highway police chased down and arrested truck driver Jashim Uddin."
224,224,,,,,,,,,,,https://unb.com.bd/category/World/at-least-12-killed-in-slovakia-bus-crash-including-children/34420,At least 12 killed in Slovakia bus crash including children,"November 13, 2019","Online news site tvnoviny.sk reported that the bus was carrying high school students.Health Minister Andrea Kalavska, who was at the site, said four of the people killed were children, but did not release their ages.The accident occurred in Nitranske Hrnciarovce, about 100 kilometers (60 miles) east of the capital Bratislava at around 1 p.m. (1200 GMT) police and firefighters said.“At this moment, our thoughts are with the parents who lost their children,” Slovak President Zuzana Caputova said. “We all hope that the number of the victims won’t be rising.”Slovak Prime Minister Peter Pellegrini called it a “horrible tragedy” and said he was cutting short his visit to Cyprus and heading to the scene.He offered his condolences to the relatives of the victims.Firefighters originally put the number of dead at 13 but later lowered it to 12. The injured are treated in nearby hospitals.Photos from the scene published by the police showed an overturned truck on the road surrounded by gray stones it had been carrying as cargo and the bus on its side in a roadside ditch.The Arriva company said its bus was traveling from Nitra, near the scene of the accident, to the town of Jelenec. It didn’t say how many people were onboard. It said it is fully cooperating with the rescuers.Further details were not immediately available."
225,225,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/faridpur-road-crash-death-toll-rises-to-4/34352,Faridpur road crash death toll rises to 4,"November 13, 2019","With them, four members of the same family have been killed in the accident.The deceased were identified as Dipali Paul, 60, and her grandchildren Joy Paul, 8, Jhinuk Paul, 5, and Koushik Paul, 12.Joy is the son of Sanjay Paul while Jhinuk and Koushik are the children of Tapas Paul. Sanjay and Tapas are siblings and work in the army.Saifuzzaman, officer-in-charge (investigation) of Madhukhali Police Station, said Dipali and Joy were killed on the spot and four others were injured after being run over by a vegetable-laden truck at Bagat Bazar in Madhukhali upazila around 6pm.The injured were taken to Faridpur Medical College Hospital where doctors pronounced Jhinuk dead and shifted others to Dhaka Medical College Hospital.Koushik died while being taken to Dhaka, the OC added."
226,226,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/man-killed-in-satkhira-road-crash/34329,Man killed in Satkhira road crash,"November 13, 2019","The deceased was identified as Amit Debnath, 52, son of Jogendra Nath of Khalishkhali village in Tala upazila of Satkhira. The accident took place as the three-wheeler hit the motorcycle from behind around 10am, leaving Amit critically injured, said Kazi Waheed Morshed, officer-in-charge of Petkelghata Police Station.Later, he was taken to Sadar Hospital where doctors pronounced him dead, the OC added."
227,227,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-cumilla-road-crash/34307,2 killed in Cumilla road crash,"November 13, 2019","One of the deceased was identified as Syed Hossain, 30, hailing from Cox’s Bazar while the identity of the other victim could not be ascertained immediately.Alamgir Hossain, officer-in-charge of Mainamati Highway Police Station, said the accident took place around 5:30am when a Dhaka-bound fish-laden pick-up van fell into a roadside ditch.Two men, including the driver, were killed on the spot.Police recovered the bodies and sent those to a local hospital morgue."
228,228,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-shariatpur-bus-plunge/34203,2 killed in Shariatpur bus plunge,"November 12, 2019","Another dies of cardiac arrest on the spotThe deceased were identified as Kamruzzaman Mahmud Munsi, 45, son of Nuruzzuman, of Sidda village, Yakub Paik, 80, of Dakkhin Damudya village and Julhas Molla, 28, son of Khaleque Molla, of Kulkuri village in the upazila. Besides, another person died of cardiac arrest when rushed to the accident spot to rescue the victims.Police and witnesses said the bus overturned and fell into the roadside ditch around 9 am, leaving Kamruzzaman dead on the spot and 25 passengers injured.Police and fire service members rushed to the spot and conducted rescue operation. Yakub died while being taken to Dhaka for treatment.Meanwhile, Julhas died of cardiac arrest when he rushed to the spot to conduct rescue operation, said Md Mohaiminul Islam, additional superintendent (Gosairhat Circle) adding that the injured people were admitted to Damudya Upazila Health Complex and nearby clinics"
229,229,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/police-constable-killed-in-khulna-road-crash/34125,Police constable killed in Khulna road crash,"November 11, 2019","The deceased was identified as Nazrul Islam, son of late Yusuf Mallick of Ilaipur area. He was posted to Fakirhat police station. Molla Jakir Hossain, officer-in-charge of Rupsha Police Station, said Nazrul sustained injuries after collision between his motorbike and the human hauler. Nazrul died on the way to Khulna Medical College Hospital, the OC added."
230,230,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/seven-killed-in-panchagarh-road-crash/33810,Seven killed in Panchagarh road crash,"November 08, 2019","The deceased were identified as Rafique, 28, of Cekormari village, Akbar Ali, 72, and his wife Nurima, 65, of Bodinajot village, Labu Islam, 25, and his wife Mukti, 19, of Majhipara village, Makud Hossain, 43, of Raypara village and Nargis Banu, 42 of Sahebjot village. All of them are from Panchagarh Sadar upazila.Police and locals said the bus hit the three-wheeler while it was crossing an intersection at noon. Five people, including a new bride, died on the spot.Another two passengers of the three-wheeler died while at Panchagarh Modern Sadar Hospital. Abdul Quader Jilani, officer-in-charge of Bhajanpur Highway Police, confirmed the casualties. Niranjan Sarkar, Panchagarh Fire Service Station officer, said they faced obstacles from agitated locals when they tried to reach the spot.Dr Mansur Alam of Panchagarh Modern Sadar Hospital said locals also blocked the road and vandalised an ambulance of the hospital."
231,231,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-db-men-killed-in-naogaon-road-crash/32892,Two DB men killed in Naogaon road crash,"October 31, 2019","The deceased were identified as assistant sub-inspector Basir Uddin and constable Monir Hossain.Officer-in-charge of district DB KM Samsuddin said the accident took place at Hazratpur around 9pm when a team of detectives was returning after arresting a young man along with Phensidyl syrup at Agradigun.He said the DB team arrested Nur Alam Pinky, former joint general secretary of Sapahar upazila unit of Bangladesh Chhatra League, along with 113 bottles of Phensidyl.The vehicle hit the roadside tree after its driver lost control over the steering, the OC said."
232,232,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/covered-van-helper-killed-in-madaripur-road-crash/32530,Covered van helper killed in Madaripur road crash,"October 28, 2019","Locals said the Kathalbari-bound van from Bhanga fell into the ditch at Dotara around 8:30am after its driver lost control over the steering, killing its helper on the spot.Abul Kalam Azad, officer-in-charge of Shibchar Police Station, they recovered the body."
233,233,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/sirajganj-road-crash-kills-man/32315,Sirajganj road crash kills man,"October 27, 2019","Sergeant Faisal Ahmed of Hatikumrul Highway Police Station said the truck hit the bicycle around 9pm, killing its rider, aged around 40, on the spot.He said they seized the truck but its driver and helper managed to flee."
234,234,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/hatirjheel-road-crash-leaves-one-dead/32084,Hatirjheel road crash leaves one dead,"October 25, 2019","The deceased was identified as Amir Hossain, 30, a driver by profession who used to live with his family in Anandanagar area of Badda.Anath Mitra, Sub-Inspector (SI) of Hatirjheel police station, said locals found Amir near Rampura Bridge in a critical condition and informed police.Later, he was taken to the emergency department of Dhaka Medical College and Hospital (DMCH) where doctors declared him dead around 6 am.The body was sent to morgue for autopsy, the SI added."
235,235,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-sirajganj-road-crash/32068,2 killed in Sirajganj road crash,"October 25, 2019","The deceased were identified as Sheuli Khatun, 30, daughter of Abdul Hamid of Sorai Hajipur village in Raiganj upazila and Jel Hossain, 65, from Laxmibishnuprasad Khalifapara village of the same upazila.Raiganj Fire Service and Civil Defense acting station officer Ahsan Habib said the Bogura-bound truck hit the rickshaw-van near Kamarpara Bridge at 9 am, leaving Sheuli dead on the spot and four others injured.Among the injured, Jel Hossain died on the way to Shaheed Ziaur Rahman Medical College Hospital in Bogura while the others were admitted to the same hospital.A case was filed with Hatikumrul Highway police station in this regard."
236,236,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-killed-as-bus-overturns-in-bogura/32067,3 killed as bus overturns in Bogura,"October 25, 2019","The deceased were identified as Shabnur Begum, 22, her two and a half years old daughter Munzila Khatun, of Pirganj upazila in Thakurgaon and Mehedi Hasan, 3, of Kaharol upazila in Dinajpur district.Mizanur Rahman, officer-in-charge of Shibganj police station said the Dhaka-bound bus from Thakurgaon overturned in Pakurtola area when the driver lost control over the steering, leaving the trio dead on the spot.The injured were admitted to Shaheed ZiaurRahman Medical College Hosptial while the bodies were sent to the morgue.Police seized the bus although the driver and the helper managed to flee, the OC added."
237,237,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/cattle-trader-killed-in-gaibandha-road-crash/31957,Cattle trader killed in Gaibandha road crash,"October 24, 2019","The deceased was identified as Hannan.Abdul Quader Zilani, officer-in-charge of Gobindaganj Highway Police Station, said the accident took place around 9:30am when the Dhaka-bound cattle-laden truck from Lalmonirhat collided head-on with a bus, killing one on the spot and injuring another one.Police seized the truck but could not arrest its driver."
238,238,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-motorcyclists-killed-in-kushtia-road-crash/31688,Two motorcyclists killed in Kushtia road crash,"October 22, 2019","The deceased were identified as Zia, 40, son of Shamsuddin of Kallyanpur village in Kumarkhali upazila and Hasan, 30, of Majhgram of the upazila. Witnesses said the accident took place when they were going to Pangsha upazila in Rajbari district around 11:30 pm to see circus, leaving biker Zia dead on the spot. Members of fire service retrieved Hasan’s body from the pond while injured Shafi Sardar was admitted to a local hospital.ABM Mehedi Masud, officer-in-charge of Khoksha Police Station, said police recovered the bodies and sent those to Kushtia General Hospital morgue."
239,239,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/6-killed-in-road-crashes-across-the-country/31373,6 killed in road crashes across the country,"October 19, 2019","In Jhenaidah, two women were killed and eight others suffered injuries when a truck hit a human hauler in Laudia area of Sadar upazila on Saturday.One of the deceased was identified as Poly Khatun, 40, wife of Alauddin from Bishoykhari village. The other woman could not be identified yet.Dilip Kumar Sarkar, officer of Jhenaidah Fire Service Station, said the Kaliganj-bound human hauler was hit by a sand-laden truck from behind.Poly Khatun died on the spot. Nine other injured passengers were taken to the Sadar hospital where another woman succumbed to her injuries.Although police seized the truck, its driver managed to flee, the officer added.In Sylhet, two cousins were killed and three others injured in a head-on collision between two CNG-run auto-rickshaws at Kamargram village in Beanibazar upazila at noon. The deceased were identified as Tahmina Akter, 18, and Tinni Begum, 8, both were continued their study staying at their grandfather house at Kakardia in the upazila. Jahidul Haque, officer-in-charge of Beanibazar Police Station, said the two cousins were going to attend a marriage ceremony. The accident took place when an auto-rickshaw from Beanibazar collided with another auto-rickshaw in the area, killing Tahmina on the spot while four others injured. Later, they were taken to MAG Osmani Medical College Hospital but Tinni died on the way. The bodies were sent to the hospital morgue, the OC added. In Barishal, a mother and her son were killed and four others got others goinjured in a head-on collision between a three wheeler and a truck on Patuakhali-Barishal Highway in city at noon. The deceased were identified as Delwara Begum, 60, and her son Shipon, 35, residents of Shreeram village in Nalchhiti upazila of Jhalakati district.Quoting eyewitness, Sub-Inspector Nazmul of said a truck collided the three wheeler as its driver lost control over the steer around 1pm, killing the mother on the spot and five others injured. Later, they were taken to Sher-e Bangla Medical College Hospital where the doctors declared Shipon dead. The bodies were taken to hospital morgue for autopsy, the SI said. Meanwhile, police seized the truck and arrested its driver."
240,240,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/jashore-road-crash-leaves-2-dead/31212,Jashore road crash leaves 2 dead,"October 18, 2019","The deceased were identified as Golam Rabbani, 75 of Zafarpur village and Jotsna Begum, 35 of Dattagati village.Omar Faruk, sub-inspector of Nauapara Highway Police camp, said the Khulna-bound bus of ‘Prince Paribahan’ plunged into a road side ditch after hitting the duo as its driver lost control over the steering around 7 am, leaving them dead on the spot.On information, police recovered the bodies and sent those to local hospital morgue for autopsy.Police seized the bus but the driver managed to flee the scene."
241,241,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/minor-boy-killed-in-khulna-road-crash/31187,Minor boy killed in Khulna road crash,"October 18, 2019","Harshit Mandal, sub-inspector of Shonadanga Model Police Station, said the human hauler hit the boy around 12 am while he was crossing a road, leaving him injured.Later, he was taken to Khulna Medical College and Hospital where doctors declared him dead."
242,242,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-chattogram-road-crash/30872,Two killed in Chattogram road crash,"October 15, 2019","One of the deceased was identified as Subhash Kanti, 45 of Patia upazila while the identity of other could not be known yet.Dulal Mahmud, officer-in-charge of Anwara Police Station, said that the accident took place around 10:30 am when a covered van hit an auto-rickshaw, leaving one killed on the spot and five others injured.The injured were taken to local hospital where the doctors declared one of them dead.Two of the injured were taken to Chittagong Medical College Hospital (CMCH) as their conditions were stated to be critical."
243,243,,,,,,,,,,,https://unb.com.bd/category/World/6-dead-in-angola-car-accident/30847,6 dead in Angola car accident,"October 15, 2019","The victims included a 9-month-old child and the driver was seriously injured, said Antonio Hossi, chief superintendent from the Bie provincial command of the National Police.The accident happened on National Road No. 250 in Chinguar town of Bie Province. The official attributed the tragedy to overspeeding.Road accidents remain the second leading cause of death following malaria in the southern African country."
244,244,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/youth-killed-as-truck-hits-autorikshaw-in-feni/30822,Youth killed as truck hits autorikshaw in Feni,"October 15, 2019","The deceased was identified as Mosharref Hossain Faisal, 20, son of Arab Ali of Daganbhuiyan upazila and an employee of a private company of Lalpur area in the district.Witnesses said the Daganbhuiyan-bound CNG-run autorickshaw collided with the Feni bound- truck , leaving autorickshaw passenger Faisal dead on the spot and three others injured.The injured were taken to Chittagong Medical College Hospital."
245,245,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/motorcyclist-killed-in-satkhira-road-crash/30546,Motorcyclist killed in Satkhira road crash,"October 13, 2019","The deceased was identified as Hazrat Ali, 45, son of Jabed Ali of Alipur village in the upazila. The pickup hit the motorcycle around 12:30am, leaving Hazrat dead on the spot, said Mustafizur Rahman, officer-in-charge of Sadar Police Station. On information, police recovered the body and sent it to Sadar Hospital morgue for autopsy while the injured was sent to Khulna for better treatment, he said."
246,246,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-magura-road-accident/30381,Two killed in Magura road accident,"October 11, 2019","The deceased were identified as Arzina Begum, 48, wife of Mizanur Rahman of College Para area of the town, and Pikul Hossain, 50, of Bagura village in Magura Sadar upazila.Sirazul Islam, officer-in-Charge of Magura Sadar Police Station said a bus of Purbasha Paribahan hit the motorbike, killing them on the spot around 12pm.Police seized the bus and a case was filed, OC added."
247,247,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-forest-officials-killed-in-brahmanbaria-road-crash/30183,2 forest officials killed in Brahmanbaria road crash,"October 10, 2019","The deceased were identified as Dolon Sarkar, 36, son of Abdul Jalil Sarkar; and Rajib Chowdhury, 38, son of Shahid Chowdhury of Chinair village in the upazila.Both of them are office assistants of Brahmanbaria Forest Department office.Giasuddin, sub-inspector of Khatihata Highway police, said the accident took place around 6am when the truck hit the motorbike carrying the duo.Dolon was killed on the spot and Rajib was injured.Rajib was taken to local hospital. He succumbed to his injuries while being taken to Dhaka for better treatment."
248,248,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/rmg-official-killed-in-savar-road-accident/29744,RMG official killed in Savar road accident,"October 06, 2019","The deceased was identified as Tajimul Islam, 35. He was the assistant general manager of Alfa Clothing Ltd.Sazzad Hossain, sub-inspector of Ashulia Police Station, said a water-loaded covered van crashed into the private car around 7:30am killing Tajimul dead on the spot.Three others, injured in the accident, were taken to a nearby hospital by locals.Shafiqul Islam, Uttara Fire Service Station’s senior officer, said they recovered the body and seized the vehicles. Rezaul Haque Dipu, officer-in-charge of Ashulia Police Station, said a case was filed in this regard."
249,249,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/motorcyclist-killed-in-jashore-road-accident/29644,Motorcyclist killed in Jashore road accident,"October 05, 2019","The deceased was identified as Rabbi, 25, son of Rafiqul Islam of Raripukur area in the upazila.In-charge of Navaron Highway police, Titu Kumar Nath, said Rabbi was going to Navaran Bazar when a truck hit his bike at Bagachra Bazar. He was killed on the spot.The body has been sent to Jashore General Hospital for autopsy."
