,Newspaper name,Date of Incident,Time of Incident,Incident type,Location,Deaths count,Injury count,Type of vehicle,Gender ,Links,Description text,Date of publishing,Full Text,Article Summary,Image links
140,The Daily Star,,,,,,,,,https://www.thedailystar.net/country/road-accident-dont-take-risky-ride-vehicles-roof-highway-minister-obaidul-quader-1424917,Don’t travel on vehicles’ roof: Quader,"03:04 PM, June 24, 2017 / LAST MODIFIED: 03:20 PM, June 24, 2017","Road Transport and Bridges Minister Obaidul Quader today urged Eid holidaymakers not to travel on roof of vehicles risking their lives.
""The accident in Rangpur took place due to reckless driving. We shouldn't travel on vehicles' roof as it is risky,"" said the minister while talking to reporters after visiting the Dhaka-Aricha Highway at noon. READ MORE: 16 killed in Rangpur road crash
Quader, also general secretary of Awami League, said local Awami League leaders were directed to assist the family members of 16 people killed in Rangpur road crash.
About militant attack, he said, ""We can't rule out the possibility of militant attack in the country. We never thought of militant attacks at Holey Artisan Bakery and near Sholakia Eidgah but the attacks were carried out.""   ",Road Transport and Bridges Minister Obaidul Quader today urged Eid holidaymakers not to travel on roof of vehicles risking their lives.,None
141,The Daily Star,,,,,16,,,,https://www.thedailystar.net/country/16-people-killed-dhaka-rangpur-highway-road-accident-eid-holiday-1424863,16 killed in Rangpur road accident,"09:00 AM, June 24, 2017 / LAST MODIFIED: 03:21 PM, June 24, 2017","At least 16 people were killed and eight critically injured after a truck carrying Eid holidaymakers skidded off a road in Pirganj upazila of Rangpur early today. The victims were identified as -- Rabiul Islam, 40; Azizul Islam, 35; Suporna Begum, 10; Kohinur Begum, 30; Jhantu Mia, 35; Moznu Mia 29; Nasida Akter 40; Alamgir Hossain 27; Delwar Hossain, 25; Jashim Uddin, 26; Anisuzzaman, 35; Shahiduzzaman 30; Saddam Hossain, 24; Munir Hossain, 24; Rafiqul Islam, 24; and Khalil Mia, 32. The victims were going to their village homes from Dhaka and Gazipur for celebrating Eid with their family members, Rezaul Karim, officer-in-charge of Pirganj Police Station, told our Dinajpur correspondent. Around 35 people mostly low income people and day labourers got on the truck which was fully loaded with sacks of cement, the police official said. The truck skidded off the road in Kalabagan area on the Dhaka-Rangpur highway around 4:30am, leaving 11 people dead on the spot and 13 others injured, he said. The injured were rushed to Pirganj Upazila Health Complex where five of them succumbed to their injuries. Later, the other eight injured were shifted to Rangpur Medical College Hospital in critical condition and are being treated there, said Moudud Ahmed, director of the medical college. The injured were identified as-- Jamila Begum, 60; Moyna Akter, 30; Mominul Islam, 34; Khalil Ahmed, 25; Dulal Mia, 30; Abdul Motin, 25; Mozaffar Ali, 25; and Rahima Begum, 38. ",At least 16 people were killed and eight critically injured after a truck carrying Eid holidaymakers skidded off a road in Pirganj upazila of Rangpur early today.,None
142,The Daily Star,,,,,,,,,https://www.thedailystar.net/city/man-killed-dhaka-road-crash-1415833,Man killed in Dhaka road crash,"05:06 PM, June 05, 2017 / LAST MODIFIED: 05:09 PM, June 05, 2017","A man was killed and another person was injured in a road accident in Dhaka’s Jatrabaria area this morning. The deceased was identified as Masud Dhali, Atiqur Rahman, officer-in-charge of Jatrabari Police Station, told The Daily Star. The accident took place when a bus hit a motorcycle carrying Masud and his friend Roman at Kolapatti in Jatrabari around 9:30am, OC Atiqur said.    The victims were rushed to Dhaka Medical College Hospital where doctors declared Masud dead, he added. Injured Roman was admitted at the hospital. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_accident_1.jpg?itok=3mAmweE1&c=fbd851d5251cd72546ed6183ab0b9ce4
143,The Daily Star,,,,,,,,,https://www.thedailystar.net/country/2463-people-killed-road-accidents-2016-quader-tells-js-1413523,"2,463 killed in road accidents in 2016: Quader tells JS","05:45 PM, May 31, 2017 / LAST MODIFIED: 07:59 PM, May 31, 2017","- 2,463 killed
	- 2,134 injured
	- 2,566 road accidents
	- 30 lakh motor vehicles
	- Tk 1,278cr realised from transport sector
 - 2,463 killed 	- 2,134 injured 	- 2,566 road accidents 	- 30 lakh motor vehicles 	- Tk 1,278cr realised from transport sector Road Transport and Bridges Minister Obaidul Quader today told parliament that at least 2,463 people were killed and 2,134 others injured in 2,566 road accidents across the country in last year. The minister came up with the statistics while replying to lawmakers’ queries. The minister, quoting the police report conducted by “Accident Research Institute, BUET,” also informed the parliament that a total 2,958 people died and 2,686 others injured in some 3,381 road mishaps occurred in 2009. In a scripted answer, he said, due to different steps taken by the authorities concerned, the ratio of the road accidents has reduced gradually in the meantime. The minister also said the country has now a total 30, 08, 257 motor vehicles including 39,945 buses, 27,118 minibuses, 1, 19804 trucks and 3, 10,821 private cars plying on the streets. “From this sector, country realised Tk 1, 278 crore as revenue in 2016-17 fiscal (till May 20, 2017) while Tk 1,619 crore in 2015-16 fiscal, Tk 1,062 crore in 2014-15 fiscal and only Tk 952 crore in 2013-14 fiscal,” he added. In reply to another query, he said the government has planned to construct bridges over all major rivers to ensure a smooth national highway network across the country. ","- 2,463 killed
	- 2,134 injured
	- 2,566 road accidents
	- 30 lakh motor vehicles
	- Tk 1,278cr realised from transport sector
",https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_accident_1.jpg?itok=3mAmweE1&c=fbd851d5251cd72546ed6183ab0b9ce4
144,The Daily Star,,,,,1,,,,https://www.thedailystar.net/country/national-academy-for-primary-education-director-general-killed-chittagong-road-accident-1404553,National Academy for Primary Education DG killed in Chittagong road accident,"11:21 AM, May 13, 2017 / LAST MODIFIED: 12:08 PM, May 13, 2017","The director general of National Academy for Primary Education (NAPE) was killed and four others were injured in a collision between a truck and a microbus in Fatikchhari upazila of Chittagong this morning.
The microbus carrying five including the DG, Fazlur Rahman, 55, collided head-on with a rod-laden truck in Baroiarhat area around 7:00am, Md Abu Yusif Mia, officer-in-charge (OC) of Fatikchhari Police Station, told The Daily Star.
Doctors at Chittagong Medical College Hospital pronounced Fazlur Rahman dead after he was rushed there, the OC added.
Details on the injured victims were not available till 11.25am when the report was filed.
The victims were travelling to Khagrachhari to attend a programme, the police official said.
Fazlur Rahman was a member of BCS (Admin) Cadre, batch 1982 (Special). He was a joint secretary to the Government of the Peoples Republic of Bangladesh. On January 19, 2015, he joined the post of the director general of NAPE.
Before joining here he served in different capacities like upazilla magistrate, thana nirbahi officer, additional deputy commissioner (education and development), marine safety officer and special magistrate, deputy secretary and DIG prison and joint secretary.
He was born in a renowned Muslim family of Kalibari Road in Mymensingh.
He made official tours and visited many countries like South Korea, Thailand, China, Japan, and India. ",The director general of National Academy for Primary Education (NAPE) was killed and four others were injured in a collision between a truck and a microbus in Fatikchhari upazila of Chittagong this morning.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/fazlur-rahman-fb-wb.jpg?itok=Lt3U2Ewp
145,The Daily Star,,,,,,,,,https://www.thedailystar.net/city/truck-crashes-saarc-fountain-karwan-bazar-dhaka-1404556,Truck crashes into Saarc Fountain in Dhaka’s Karwan Bazar,"11:21 AM, May 13, 2017 / LAST MODIFIED: 04:54 PM, May 14, 2017","A truck crashed into the Saarc Fountain at Sonargaon intersection in Dhaka’s Karwan Bazar area this morning. The incident took place around 6:00am when a cement-laden truck from Banglamotor hit the fountain at a high speed, reports Bangla daily Prothom Alo quoting witnesses. Fortunately, no one was injured in the incident. However, if the incident had happened later in the day, it could have been fatal, witnesses said. The crash left a part of the fountain's base and a traffic signal post on it damaged. The front of the truck was also damaged, the Bangla daily reports. Whether the incident took place due to rash driving could not be known immediately, Md Atahar, an on duty traffic sergeant, told the daily, adding that the driver managed to flee the scene. ",A truck crashed into the Saarc Fountain at Sonargaon intersection in Dhaka’s Karwan Bazar area this morning.,None
146,The Daily Star,,,,,3,,,,https://www.thedailystar.net/country/3-killed-sirajganj-road-crash-1389019,2 siblings among 3 killed in Sirajganj road crash,"10:20 AM, April 10, 2017 / LAST MODIFIED: 10:23 AM, April 10, 2017","Three people, including two siblings, were killed and two injured in a road accident at Banbaria Bazar on Sirajganj-Kodda local road in Sirajganj sadar upazila this morning. The accident took place when a bus and a CNG-run auto rickshaw collided head-on around 70:30 am, leaving Al-Amin, 30, residents of Choubari village in Kamarkhanda upazila dead on the spot and four others injured, said Officer-in-charge Helal Uddin of Sirajganj Sadar Police Station. The injured were taken to Sadar Hospital where Abuds Sobhan, 35, and Belal Hossain, 32, sons of Habi Haji of Choubari village succumbed to their injuries, the OC added. ","Three people, including two siblings, were killed and two injured in a road accident at Banbaria Bazar on Sirajganj-Kodda local road in Sirajganj sadar upazila this morning.",https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_accident_1.jpg?itok=3mAmweE1&c=fbd851d5251cd72546ed6183ab0b9ce4
147,The Daily Star,,,,,1,,,,https://www.thedailystar.net/city/teacher-killed-dhaka-road-crash-1381624,Teacher killed in Dhaka road crash,"01:33 PM, March 26, 2017 / LAST MODIFIED: 01:46 PM, March 26, 2017","A professor of a private college was killed in a road accident in Gulshan area of Dhaka this morning.  The deceased was identified as Tripti Shankar Talukdar, 60, the head of Chemistry department in Cambrian College, Md Zulfiqar, sub-inspector of Bhatara Police Station, told The Daily Star. “A speedy bus of route no. 6 hit him while he was crossing the road at Natun Bazar around 9:00am,” said the SI. The critically injured victim was rushed to nearby United Hospitals where the duty doctor declared him dead, the SI said. Police detained bus helper Swapon, he added. Tripti Shankar was coming from his Mirpur residence to attend the Independence Day programme at the college, said Mahbub Hassan Linkon, vice principle of the college. He suffered head injuries after the bus hit him, he added. ",A professor of a private college was killed in a road accident in Gulshan area of Dhaka this morning.,None
148,The Daily Star,,,,,17,,,,https://www.thedailystar.net/country/11-killed-chuadanga-road-crash-1381594,"Road crashes kill 17 people in Chuadanga, Khulna","09:51 AM, March 26, 2017 / LAST MODIFIED: 08:41 PM, March 26, 2017","At least 17 people were killed and 34 others injured in two road accidents in Chuadanga and Khulna today. In Chuadanga, at least 13 labourers were killed and nine others injured as a truck collided head-on with a human hauler in Joyrumpur area of Damurhuda upazila around 7:45am, said Abu Jihad Md Fakhrul Alam Khan, officer-in-charge of Damurhuda Police Station. Eight people died on the spot while 14 others were injured in the incident, our Kushtia correspondent reports quoting the OC. The injured were taken to Chuadanga Sadar Hospital where five of them succumbed to their injuries later, he said. The deceased are: Jaz Mia, 32, Rafiqul, 45, Lal Mohammad, 45, Abdar Ali, 45, Billal Uddin, 42, Abu Bakkar, 55, Hujjat Ali alias Nandi, 50, Nazir Hossain, 60, Shanto, 23, Hafizur, 34, Shafiqul, 25 and Aram Ali, 39, and Belal Hossain, 17. All the victims hailed from Baro Baldia village of the upazila. Jaz Mia was the driver of the human hauler while the rest were passengers of the vehicle. In Khulna, at least four people were killed and 25 injured as a Satkhira-bound bus skidded off the road and plunged into a ditch while giving side to a motorcycle in Tikney area of Dumuria upazila around 5:00pm, said Subhash Biswas, officer-in-charge of Dumuria Police Station. The deceased were identified as Krishna Pada Mondal, 20, Rajesh Sarder, 21, Laltu Sarder, 18 and Golok Mistri, 25, of Munshiganj village in Shamnagar upazila in the distirct. The four of the victims died on the spot, the OC told our Khulna correspondent. The injured were rushed to Dumuria Health Complex and Khulna Medical College and Hospital. There might be more bodies inside the bus as it could not be lifted from the ditch till 7:30pm, the OC said.     ",At least 17 people were killed and 34 others injured in two road accidents in Chuadanga and Khulna today.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road-accident_0.jpg?itok=pGdqQ_OT&c=6affbbec95c845f33b54375a6d19f251
149,The Daily Star,,,,,5,,,,https://www.thedailystar.net/country/5-killed-gaibandha-bus-plunge-1378219,5 killed in Gaibandha bus plunge,"10:13 AM, March 19, 2017 / LAST MODIFIED: 03:25 PM, March 19, 2017"," 64 people die every day from injuries suffered in traffic accidents, says a government-supervised Bangladesh Health Injury Survey (BHIS)-2016. Five people including a child were killed and 16 injured as a bus plunged into a roadside ditch on Dhaka-Rangpur Highway in Gobindaganj upazila of Gaibandha early today. Abul Bashar, officer-in-charge of Gobindhaganj Highway Police Station, said a Dhaka-bound bus of 'Shakil Paribahan' skidded off the road and fell into the ditch while overtaking a truck at Jumarghar around 3:00am Four passengers died on the spot while 17 others were injured, the police official said. The injured were sent to Gobindaganj Upazila Health Complex where doctors declared another dead, said the OC said adding that the deceased are yet to be identified.   ",64 people die every day from injuries suffered in traffic accidents,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road-crash-gaibandha.jpg?itok=DYirFIO0&c=ab4e42cd8691258e6300e9a352738714
150,The Daily Star,,,,,,,,,https://www.thedailystar.net/world/us/vehicle-crashes-us-gas-pump-creating-huge-ball-flames-1376266,Vehicle crashes into US gas pump creating huge ball of flames,"11:26 AM, March 15, 2017 / LAST MODIFIED: 11:43 AM, March 15, 2017"," A surveillance video shows a gas pump burst into a ball of flames after the driver of sport utility vehicle drives through the place. It even did not end there, after surviving the flames the SUV hit a tree and split in half, critically injuring one person inside, KGO-TV, an ABC owned-and-operated television station, reports quoting police in Seattle of US. The surveillance video was captured the scene Monday (US time) night, it said. Police said the SUV was racing away from a nearby intersection after clipping a car and pushing it off the road. ","KGO-TV, an ABC owned-and-operated television station",None
151,The Daily Star,,,,,3,,,,https://www.thedailystar.net/country/3-female-rmg-workers-killed-gazipur-road-crash-1254691,3 female RMG workers killed in Gazipur road crash,"08:15 PM, July 16, 2016 / LAST MODIFIED: 09:04 PM, July 16, 2016","At least three female readymade garment workers were killed and 15 others injured as a truck hit a human hauler, locally known as Leguna, in Bagher Bazar area of Gazipur this afternoon. Among the victims, two were identified as Kalpana Akhtar, 27, and Sabina Akhtar, 28.  All of them were workers of Meghna Group, Khandakar Rezaul Hasan, officer-in-charge of Joydebpur Police Station, told The Daily Star.  A Mymensingh-bound truck from Dhaka hit the Leguna from behind around 5:30pm, killing three on the spot, Liton, husband of Sabina, told our correspondent. The RMG workers were heading towards home after their duties by boarding the vehicle, Liton said. On information, police went to the spot and seized the truck. The injured are now undergoing treatment at different local hospitals and clinics in Gazipur. Further details about the rest of the victims could not be known immediately. ",None,None
152,The Daily Star,,,,,,,,,https://www.thedailystar.net/politics/bnp-leader-mahbubur-rahman-hurt-dinajpur-road-crash-1245538,BNP leader Mahbubur Rahman hurt in Dinajpur road crash,"09:20 PM, June 25, 2016 / LAST MODIFIED: 09:34 PM, June 25, 2016","BNP standing committee member Lt Gen (retd) Mahbubur Rahman and his wife were injured when a battery-run three-wheeler hit their private car at Kaharol upazila in Dinajpur this afternoon. Jinat Ara, younger sister of the BNP senior leader, told The Daily Star that Mahbub and his wife were on their way to Dhaka from Thakurgaon. Their private car was hit by a battery-run three-wheeler from behind at Doshmile area on Rangpur-Dinajpur highway around 3:00pm, she told our correspondent. Mahbub, the former army chief, suffered injury in his head while his wife on her forehead, Jinat Ara said. Locals rushed them to Zia Heart Foundation in Dinajpur where they were undergoing treatment till filing of this report around 8:30pm. Mahbub is being treated at the Intensive Care Unit (ICU), a local BNP leader said quoting a doctor of the hospital. “He is now out of danger as the doctor said after examining the CT scan,” added the BNP leader.   ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/mahbub_5.jpg?itok=sDJmwT1f
153,The Daily Star,,,,,,,,,https://www.thedailystar.net/city/operation-bombay-rare-blood-successful-1242700,Operation with Bombay rare blood successful,"06:07 PM, June 20, 2016 / LAST MODIFIED: 06:31 PM, June 20, 2016","With the four pints of the rare blood sent from Mumbai of India, the life-saving surgery of a youth at Apollo Hospitals in Dhaka was declared successful. Dr Md OFG Kibria, immediately after coming out from operation theatre, told The Daily Star, “The operation of the patient [Mohammed Kamruzzaman] is successful.” READ MORE: Four Indians send rare blood to save Bangladeshi youth Four people from Mumbai, the financial hub of India, have come to the rescue of victim Kamruzzaman who needed the blood for an urgent surgery to treat multiple fractures, The Times of India reported on Saturday. Four pints of blood reached Dhaka from Mumbai yesterday to save the life of the youth who had a road accident. Kamruzzaman, 25, had met with an accident in Dhaka on May 21 and was taken to the hospital. Doctors discovered that his blood group was incompatible with most common types, the newspaper said. ",READ MORE: Four Indians send rare blood to save Bangladeshi youth,None
154,The Daily Star,,,,,,,,,https://www.thedailystar.net/frontpage/4-indians-send-rare-blood-save-bangladeshi-youth-1241944,From Mumbai with love,"12:00 AM, June 19, 2016 / LAST MODIFIED: 01:23 PM, June 21, 2016","Four pints of the rare “Bombay blood group” reached Dhaka from Mumbai yesterday to save the life of a Bangladeshi youth who had a road accident and is waiting to undergo a life-saving surgery. Four people from Mumbai, the financial hub of India, have come to the rescue of victim Mohammed Kamruzzaman who needs the blood for an urgent surgery to treat multiple fractures, The Times of India reported. The blood reached Apollo Hospitals in Dhaka and the patient would receive his first pint of blood today and is expected to have a surgery tomorrow, Akter Jamil Ahmed, deputy general manager of the hospital, told The Daily Star. Kamruzzaman, 25, had met with an accident in Dhaka on May 21 and was taken to the hospital. Doctors discovered that his blood group was incompatible with most common types, the newspaper said. On further investigation, they found he had the rare Bombay blood group that even leading blood banks in Bangladesh were unaware of. In India, where a robust blood distribution network exists, less than 400 people are known to have the Bombay blood group, a few of whom were traceable donors. A frantic online and offline search led Kamruzzaman's colleagues and the Arinoba Plastic Industries Ltd, the company he works for, to Vinay Shetty of the Mumbai-based NGO Think Foundation. SK Tuhinur Alam, one of Kamruzzaman's colleagues, brought the blood from Mumbai around 11:50am yesterday. He went to Mumbai on Thursday to collect the blood donated by Swapna Sawant, Krishnanand Kori, Mehul Bhelekar and Pravin Shinde. Talking to The Daily Star last night, he said he handed over the blood to the hospital authorities around 12:30pm. Tuhin, also a director of Arinoba, said they tried to find a match in some 50 donors in Bangladesh, and had spent around Tk 1.5 lakh for the cross-matching. All their efforts went in vain. He said their company had already spent around Tk 12 lakh for Kamruzzaman's treatment and would stand beside him. “We are very thankful to Mr Shetty. We are indebted to him forever,” Tuhin added. On Friday, Tuhin told The Times of India, “We had given up hope that he will live. The bones of his left leg and hand are shattered. His pelvis is broken too. Doctors told us that only surgery could guarantee his complete recovery.” “We searched up and down the city [Dhaka] and called up uncountable number of hospitals and blood banks, but most had never heard of this blood group. The hospital decided to test his family members and found his sister having the same group. But she was not fit to donate. Our employer, Arinoba Plastic Industries, facilitated this inter-country coordination after learning that Kamruzzaman was the main breadwinner of the family and his ailing mother's treatment was dependent on his earnings. In a way, India is not saving just one life, but an entire family,” he said. It had been an uphill task for Think Foundation to get multiple authorities to allow the export of blood, which is only permitted under special circumstances. “We had to seek permissions as export is permitted only under licence. We got approvals from the State Blood Transfusion Council, Central Drugs Standard Control Organisation, Directorate of Health Services and Central Industrial Security Force,” The Times of India quoted Shetty as saying. The blood was transported in a special plastic box with ice gel packs. “Blood has a long shelf life, of about six weeks. Temperature control is the key,” he added. Our New Delhi correspondent contributed to the report. ",None,None
155,The Daily Star,,,,,5,,,,https://www.thedailystar.net/country/4-women-workers-killed-kushtia-road-crash-1238866,5 female workers killed in Kushtia road crash,"10:18 AM, June 13, 2016 / LAST MODIFIED: 04:19 PM, June 13, 2016","Five female workers of a husking mill were killed and five injured as a truck hit a human hauler in Kushtia Sadar upazila this morning. The deceased are: Komela Khatun, 65, Rabeya Khatun, 60, Sajiron Necha, 60, Alyea Khatun, 45, of Lakmipur village; and Sokhina Khatun, 33, of Madhupur village in Sadar upazila in the district. They worked at a tobacco processing storehouse of British American Tobacco Bangladesh (BATB), reports our Kushtia correspondent. A Kushtia-bound truck hit a human hauler, locally known as nosimon on Kushtia-Khulna highway in Bhadalia area around 6:30am, said Sahabuddin Choudhury, officer-in-charge (OC) of Kushtia Model Police Station. Quoting witnesses, police said Sokhina and Komela died on the spot while eight others received severe injuries. Locals rushed the injured people to Kushtia General Hospital where Rabeya and Sajiron and Aleya succumbed later. Among the injured, Buri Khatun, 55, Alyea Khatun, 45, Jochna Khatun, 50 and Surjahan, 50 are undergoing treatment at the hospital. Police seized the truck and Nosimon but drivers of both the vehicles managed to escape.  ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/kushtia-accident-wb.jpg?itok=gf7fCTD4&c=fbd851d5251cd72546ed6183ab0b9ce4
156,The Daily Star,,,,,10,,,,https://www.thedailystar.net/frontpage/reckless-driving-takes-10-lives-1234150,Reckless driving takes 10 lives ,"12:00 AM, June 04, 2016 / LAST MODIFIED: 12:34 AM, June 04, 2016","Ten people were killed and 20 others injured in a head-on collision between a stone-laden truck and a bus in the district's Sherpur upazila yesterday. Quoting some of the wounded, Gaziur Rahman, senior assistant superintendent of Bogra police (B circle and media), said the reckless driving and drowsiness of both the drivers caused the accident. Nine of the deceased were bus passengers.  The dead were bus driver Shamim Hossain Belal, its passengers Nazmul Haq Sarkar, and Parvez Alam, Tajirul Islam, Dulal Hossain, Abdul Hakim, of Dinajpur, and Hafizur Rahman, of Thakurgaon, Sarwar Hossain, of Joypurhat, Benzir Rahman, of Rangpur, and truck driver Bhola Mia, of Tangail. The victims were aged between 35 and 42. According to police, the Dinajpur-bound bus coming from Dhaka and the Dhaka-bound stone-laden truck from Rangpur crashed head-on at Dhonkundi near Pentagon restaurant on Dhaka-Bogra highway around 6:30am. Seven people died on the spot. Locals and police rushed the injured to Sherpur Upazila Health Complex and Shaheed Ziaur Rahman Medical College Hospital in Bogra. Of the wounded, two died at the hospital and one at the upazila health complex. Following the accident, a long tailback was created on the highway for around an hour. Superintendent of Police (SP) in Bogra Mohammad Asaduzzaman and SP of highway police Israfil Hawladar visited the spot. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_5.jpg?itok=FBEel7db&c=bb66778947b29fd3ea02fc1fa41776a4
157,The Daily Star,,,,,10,,,,https://www.thedailystar.net/country/bus-truck-collision-kills-7-bogra-1233841,Bus-truck collision kills 10 in Bogra,"10:13 AM, June 03, 2016 / LAST MODIFIED: 11:52 AM, June 03, 2016","At least ten people were killed and 12 others injured in a head-on collision between a bus and a truck at Dhaka-Bogra highway in Dhonkundi area at Sherpur upazila this morning. Identities of the deceased could not be known immediately, reports our Bogra correspondent. Quoting passengers and injured victims, Bogra Assistant Superintendent of Police Gaziur Rahman said that the accident took place around 6:30am as both the drivers of the vehicles felt sleepy. Seven people died on the spot, ASP Gaziur added. Police with the help of locals rushed the injured victims to Sherpur Upazila Health Complex and Shaheed Ziaur Rahman Medical College and Hospital (SZMCH) in Bogra town. Two of the injured victims died at SZMCH and another at Sherpur Upazila Health Complex, ASP Gaziur said. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/bogra-road-crash-2.jpg?itok=_T-w7r-C&c=fbd851d5251cd72546ed6183ab0b9ce4
158,The Daily Star,,,,,2,,,,https://www.thedailystar.net/country/2-killed-gazipur-road-crash-1231603,Bus torched after road crash deaths in Gazipur,"11:25 AM, May 30, 2016 / LAST MODIFIED: 02:20 PM, May 30, 2016","Locals torched a bus and vandalised several vehicles after two people were killed in a bus-truck collision on Chandra-Nabinagar highway in Gazipur Sadar upazila this morning. Vehicular movement on the highway was disrupted for around half an hour following the agitation, our Gazipur correspondent reports quoting Abdul Hamid Mia, senior station officer of Gazipur EPZ fire service. On information, firefighters recovered the body of an unidentified man, aged around 40, from the spot while a woman succumbed to her injuries at a local hospital, the correspondent reports quoting Abdul Hamid Mia, senior station officer of Gazipur EPZ fire service. Identities of the deceased could not be known immediately. The front portion of the passenger bus crashed into the rear end of the truck in Girani area around 7:00am, the fire service and civil defence official said. Three people were also injured in the accident and rushed to the local hospital.   ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road-crash-wb.jpg?itok=ZB5z6mhg
159,The Daily Star,,,,,8,,,,https://www.thedailystar.net/country/5-killed-madaripur-road-crash-1230310,8 killed in Madaripur road crash,"04:31 PM, May 27, 2016 / LAST MODIFIED: 06:54 PM, May 27, 2016","At least eight people were killed and 34 others injured as a bus fell into a roadside ditch after hitting a bridge on Dhaka-Barisal highway in Madaripur Sadar upazila this afternoon. Identities of the deceased could not be known immediately and the injured were rushed to different hospitals and clinics in Madaripur Sadar, Faridpur and Barisal, reports a correspondent from Madaripur. The accident took place around 3:00pm at Samaddar area of sadar upazila, said Ziaul Morshed, officer-in-charge of Madaripur Sadar Police Station. The driver of Pirojpur-bound Shugandha Paribahan from Dhaka lost control and fell into a roadside ditch after hitting a bridge, he added. Four died on the spot and four more succumbed to injuries at hospitals, said Maniruzzaman Fakir, Assistant Superintended of Police (ASP) of Madaripur. On information, firefighters reached at the spot and began rescue works, and sent the wounded to Madaripur Sadar Hospital. Some of them were soon shifted to Faridpur and Barisal hospitals as their conditions were deteriorating, he added. The number of causalities may increase, said Nazrul Islam, deputy assistant director of Madaripur Fire Services and Civil Defence. ",", ",https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_crash-new_site_8.jpg?itok=IsgsUOmx&c=fbd851d5251cd72546ed6183ab0b9ce4
160,The Daily Star,,,,,,,,,https://www.thedailystar.net/city/woman-killed-dhaka-crash-front-minor-son-1228612,Woman killed in Dhaka road crash in front of minor son,"02:01 PM, May 24, 2016 / LAST MODIFIED: 02:07 PM, May 24, 2016","A woman was killed in a road crash in front of her six-year old son in Mohammadpur of Dhaka this morning. The boy also suffered minor injury during the accident. Doctors at Dhaka Medical College Hospital pronounced Sokhina Begum, 45, dead after she along with her son Md Yusuf, 6, were taken there soon after the accident.  Sokhina and her son were travelling to her elder daughter’s place in Mohammadpur on a battery-run auto-rickshaw around 9:00am, Yusuf told our correspondent at the DMCH. They fell off the vehicle when the auto-rickshaw driver suddenly took a turn to overtake a CNG-run three-wheeler at Bosila intersection, Yusuf said. Yusuf said he lost father before he was born. Rana Hassan, a passerby who took the duo to the hospital, said that he found them lying on the road after the accident. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/yusuf-sokhina-begum-rafi-wb.jpg?itok=aIJHQVYx
161,The Daily Star,,,,,3,,,,https://www.thedailystar.net/country/3-killed-munshiganj-road-crash-1227958,3 killed in Munshiganj road crash,"10:18 AM, May 23, 2016 / LAST MODIFIED: 04:57 PM, May 23, 2016","Three people were killed and 12 injured in a collision between a truck and a pick-up van on Dhaka-Mawa highway in Munshiganj this morning. The injured were rushed to Dhaka Medical College and Hospital, reports our Munshiganj correspondent. Quoting witnesses, Derik Kuiya, sergeant in-charge of Hasara highway police outpost, said the collision took place in Timtoli Kalabagan area around 6:00am.   The accident left the driver and two passengers of the pick-up van dead, the police officer said adding that their identity could not be known immediately. The bodies were kept at the DMCH morgue. Police seized the truck soon after the collision. Locals said all the dead and injured victims were from old Dhaka. A group of 14 youths went to Mawa from Dhaka with the pick-up van on the night of Shab-e-Barat. They were returning when the accident occurred, the locals said. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_2.jpg?itok=XA1Ud8rr
