Newspaper Name,Published date,Header,Article,Newspaper Link
New Age BD,"Feb 08,2020"," At least six people killed in Cumilla, Cox’s Bazar road accidents ","A bus supervisor and a covered van driver were killed and 10 other people were injured in a road accident on Dhaka-Chattogram Highway in Jagannathdighi area of Chouddogram upazila in Cumilla early Saturday.AKM Sharfuddin, in-charge of Miabazar highway police outpost, said that the accident took place at about 2:00am when the Ena Paribahan bus hit the covered van, leaving the duo dead on the spot.The details about the deceased could not be known yet.In Cox’s Bazar, at least four people were killed and 22 others were injured as a bus plunged into a roadside ditch on Cox’s Bazar-Chattogram Highway in Baniarchhora of Chokoria upazila on Friday night.The deceased could not be identified yet.Md Anisur Rahman, officer-in-charge of Chiringa highway police, said that the accident took place around 10:00pm when the Star Line Paribahan bus fell into a roadside ditch.Four people were killed on the spot.The injured were taken to the upazila health complex and other local clinics.Police recovered the bodies and kept them at Harbang Highway Police outpost.Road accidents claim thousands of lives in Bangladesh every year. Last year, the country saw at least 5,516 road accidents in which 7,855 people were killed, according to Bangladesh Jatri Kalyan Samity.At least 13,330 others were injured in the accidents.More about:",https://www.newagebd.net/article/98981/at-least-six-people-killed-in-cumilla-coxs-bazar-road-accidents
New Age BD,"Feb 07,2020",Two killed in road accidents,"United News of Bangladesh reports that a worker was killed after being hit by a car in Kakdanga area of Fakirhat on Khulna-Mawa highway on Friday. The deceased was identified as Lipu Sheikh, 32, son of Sekendar Ali of village Majhidanga of the upazila.Locals said that Lipu fell down from a running human-hauler, and then a Dhaka-bound car ran over him, leaving his seriously injured.He succumbed to his injuries on the way to Khulna Medical College Hospital.Fakirhat police officer-in-charge Anam Khairul Anam said that they were informed about the accident.In another incident, UNB reports that a Bangladeshi expatriate in Saudi Arabia was killed in a road accident in Abdullahpur area of Beanibazar on Sylhet-Beanibazar road on Thursday night.The deceased was identified as Faruk Uddin, 40, son of Mojnu Mia of village Mewa of the upazila.Beanibazar police officer-in-charge Aboni Sankar Kar said that the accident occurred at about 8:00pm when an unknown vehicle collided with Faruk’s motorbike, leaving him injured.Later, he was taken to the upazila health complex where doctors declared him dead.More about:",https://www.newagebd.net/article/98888/two-killed-in-road-accidents
New Age BD,"Feb 07,2020"," Five die in separate accidents, JS whip injured ","Besides, four people, including a whip of the Jatiya Sangsad, were injured in the incidents.Abu Sayeed Al Mahmood Swapon, parliament member from a Joypurhat constituency and also a whip of the ruling party, was injured in a road accident at Manda in Naogaon on Thursday.Officer-in-charge of Manda Police Station Mozaffar Hossain said a tractor collided with his microbus in Ferighat area around 10:30am.Swapon was rushed to Manda Upazila Health Complex with injuries on his right leg, police said. He was out of danger, said police, quoting physicians.Police said that the tractor was seized.Our staff correspondent in Sylhet reported that locals kept Dhaka-Sylhet highway blocked for more than one hour at Dakshin Surma in Sylhet on Thursday morning to protest at a traffic accident that killed a woman and injured 2 others including an auto-rickshaw driver.The deceased was Shafia Khatun, 45, wife of Makhan Hossain Khan of Baldi village at Dakshin Surma upazila in Sylhet, police said.Local people said that a Habiganj-bound passenger bus collided head-on with a city-bound CNG-run auto-rickshaw at around 8:30am on the Dhaka-Sylhet highway at Telibazar, an the outskirts of Sylhet city, leaving the auto-rickshaw passenger Shafia dead on the spot and her brother-in-law Nur Hossain Khan, 35, and auto-rickshaw driver Shahin Ahmed critically injured.Our Barishal correspondent reported that a motorcyclist was killed after being knocked by bicycle near Sharif Bari of Barishal University area on Barishal-Kuakata highway.Asaduzzaman,  officer in charge of Barishal Bandar police station under Barishal Metropolitan Police, said at 11:00am Sabbir Hossain, 22, a young motorcyclist was driving on the Barishal-Kuakata highway and suddenly a bicycle emerged from a lane which collided with the motorcycle near Sharif Bari of Barishal University area.Both the injured were rushed to Barishal Sher-e-Bangla Medical College Hospital and motorcyclist Sabbir was declared dead by the doctors.Our Satkhira correspondent reported that a Bhomra land port worker, Dulal Sarker, 50, a resident of Fultola village under Bhomra union parishad, died in aa accident.Satkhira sadar police officer-in-charge Mostafizur Rahman said that the worker with his co-workers were unloading stone from two Indian trucks at Suvasher Parking.Suddenly Dulal was pressed between the two trucks and died on the spot, he said.Bangladesh Sangbad Sangstha reported that two drivers were killed in two separate road accidents in Kaharole and Sadar upazila in Dinajpur.The deceased were identified as Faruq Hossain, 40, hailed from Bogura district and Masud, 30, a resident of Chirirbandar upazila in the district. Faruq was the driver of a truck while Masud used to drive easy bike.Faruq Hossain died as a truck collided head-on with his truck at around 8:00am in Vatgaon bridge area in Kaharole upazila. Truck driver Faruq died on the spot, said Kaharole police officer-in-charge Monoj Kumar Rao.Besides, an easy bike skidded of the road and plunged into a ditch at around 10:00am at Rajapukur Rangpuriapara on Dinajpur-Gobindaganj Highway. The easy bike driver, Masud, died on the spot.More about:",https://www.newagebd.net/article/98857/five-die-in-separate-accidents-js-whip-injured
New Age BD,"Feb 05,2020",At least eight people killed in road accidents in four districts,"United News of Bangladesh reports that in Rajshahi, two schoolboys were killed and another was injured after being run over by a microbus in Sadhur Moar area of Godagari upazila on Wednesday morning.The deceased were Abdur Alim Sohag, 12, and Sumon, 11, of Ratahari area of the upazila. They were Class V students of Ratahari BRAC School.They were going to school when the microbus hit their bicycle at about 9:45am, leaving Sohag and Sumon dead on the spot and another injured, said Khairul Islam, officer-in-charge of Godagari police station.On information, police recovered the bodies while injured Jahid Hasan, 11, was taken to upazila health complex for treatment, the OC said. Police are yet to arrest anyone over the incident.Our Patuakhali correspondent reports that an eight-year old child named Suha Rakhine was killed in a collision between a BRTC bus and a lorry in front of Yusufpur Madrassah on Kuakata Highway.The victim, daughter of Ubachur Rakhine, fall victim of the road accident while crossing the road.  United News of Bangladesh reports that at least three people were killed in a head-on collision between a lorry and a pickup van on Dhaka-Chattogram Highway at Bashbaria in Sitakunda upazila in the early morning.The deceased were identified as Fazlu Bepary, 60, Hannan, 42, and Nurul Amin, 55.The accident took place at about 4:45am when the stone-laden lorry from Dhaka hit the Dhaka-bound green chilli-laden pickup van, leaving the three killed on the spot, said officer-in-charge of Kumira highway police camp Mohammad Abdullah.On information, police went to the spot and recovered the bodies, he said.Our Tangail correspondent reports that two police officials died in road accidents in the districts on Wednesday and Tuesday.On Wednesday, Arman Rayhan, 22, a police constable, was killed when a college bus of Government Saadat College ran over him in front of Tangail Roads and Highway Office at about 8:00am.He hailed form village Narandhi of Monohardhi upazila in Narshingdi, said Md Shafiqul Islam, additional police superintendent of Tangail.‘Arman was going to his workplace at Tangail Police Lines. When he reached near Roads and Highway Office on Mymensigh Road, the bus ran over him.Local people took critically injured Arman to Tangail 250-bedded General Hospital where duty doctors declared him dead,’ he said.Police seized the bus and detained the driver.Earlier, on Tuesday morning, a lorry ran over traffic constable, Saydul Islam, 42, in Rabna Bypass area in the district.Ahaduzzaman Miah, additional police superintended, said that Saydul’s colleagues took him to Tangail 250-bedded General Hospital where duty doctors declared him dead.More about:",https://www.newagebd.net/article/98683/at-least-eight-people-killed-in-road-accidents-in-four-districts
New Age BD,"Feb 05,2020",4 killed in 2 road accidents,"A man and his minor daughter were killed and another one was injured when a covered van hit a motorbike on Dhaka-Aricha highway in front of Jagir High School in Sadar upazila on Tuesday.The deceased were identified as Hedayetul Haque, 45 and his four-year-old girl Tazdika Sauda Sara of Golra area in Saturia upazila.Quoting local people, Lutfur Rahman, officer-in-charge of Golra Highway Police Station, said the accident took place around 4:15 pm when the Patuaria-bound covered van hit he motorbike carrying Hedayetul and his two daughters from behind, leaving two killed on the spot and another injured.The injured Taznuba Hafsa, 10, elder daughter of Hedayetul was taken to Manikganj District Hospital and then shifted to Dhaka Medical College and Hospital for better treatment.On information, police went to the spot and arrested the covered van driver Abdul Kuddus.In RajshahiTwo persons were killed on the spot and at least ten others injured when a passengers’ bus turned turtle and fell into a roadside ditch at Krishnapur area under Tanore Upazila in the district on Wednesday noon.The deceased were identified as Riaz Uddin, 55, and Salimuddin, 45. Six of the injured persons were admitted to Tanore Upazila Health Complex for treatment and the rest were given first aid.Rakibul Islam, Inspector (Investigation) of Tanore Police Station, said the bus met the accident when its driver lost control over his steering at around 12 pm.More about:",https://www.newagebd.net/article/98676/4-killed-in-2-road-accidents
New Age BD,"Feb 04,2020"," 10 people, including SSC candidates, hurt in Dhamrai road crash ","Thirty three people, including SSC examinees from Ashulia Boshundhara Model School, Ashulia School and College, Ideal School and College, and Wisdom School and College, several teachers and guardians, were going to Abbas Ali High School examination centre at Kushuria in Dhamrai, said Russell Mollah, officer-in-charge of Kaolipara outpost under Dhamrai police station.At least ten of them were injured when the bus fell into a roadside ditch after the driver lost control of the steering as soon as the front right tyre had burst, he said.Later, local people and members of police rescued the injured people and sent them to a local hospital for first-aid, the OC added.Eight examinees sat for the exam after receiving first aid while three sat for the test separately, said Samiul Haque, upazila nirbahi officer.More about:",https://www.newagebd.net/article/98593/10-people-including-ssc-candidates-hurt-in-dhamrai-road-crash
New Age BD,"Feb 04,2020"," Four dead, several injured in road accidents ","In Satkhira, a college student was killed after a collision between two motorbikes in Shakdah area of Patkelghata of Tala upazila in the morning.The deceased was identified as Dipjoy Sadhu, 19, son of Prokash Sadhu, of Toilakupi village in the area. He was a 1st year student of Patkelghata College.Wahid Morshed, officer-in-charge of Patkelghata police station, said two speedy motorbikes collided with each other in the area at about 10:00am, leaving Dipjoy dead on the spot and another injured.The police recovered the body and sent it to Satkhira Sadar Hospital morgue for post-mortem examinations, the OC added.In Rajshahi, two people were killed and 10 others were injured as a bus overturned on a road of Tanore upazila.The deceased were identified as Raijuddin, 55, a resident of the upazila and Habibur Rahman, 45, of Chapainawabganj.Inspector of Tanore police station Rakibul Hasan said that the vehicle overturned as the driver of the bus lost his control over the steering at Buraburitola, leaving the duo dead on the spot and 10 others injured.Six of the injured were sent to upazila health complex, he said.In Mohadevpur area of Lakshmipur Sadar upazila, a man was killed and two others were injured after a lorry collided with a motorcycle on Monday night.The deceased was Md Sohel, 30, of village Kidirpur of the upazila. He came to Bangladesh from Saudi Arabia two months ago.Tota Mia, officer-in-charge of Raipur police station, said that the lorry collided with the motorcycle coming from the opposite direction in the area at about 9:00pm, leaving three bikers severely injured.Local people took them to Sadar Hospital where doctors declared Sohel dead, he added.More about:",https://www.newagebd.net/article/98587/four-dead-several-injured-in-road-accidents
New Age BD,"Feb 03,2020"," HSC examinee, 2 others killed in Bogura road accidents ","Two people were killed when a Pabna-bound stone-laden truck hit a motorbike carrying two people on Dhaka-Rangpur highway at Choukirghat in Mokamtala in the morning, said Sanatan Sarkar, in-charge of Mokamtala police camp in Shibganj.The deceased were identified as HSC examinee Rony, 18, and Hanjela, 24.In another incident, Robin, 24, of Shahjahanpur, was killed when a soil-laden truck hit his motorbike while he was going to his workplace at Kamarpara in the upazila at about 11:00am, said Shahjahanpur police officer-in-charge Nazim Uddin.More about:",https://www.newagebd.net/article/98507/hsc-examinee-2-others-killed-in-bogura-road-accidents
New Age BD,"Feb 03,2020"," At least 10 dead, 7 hurt in Maharashtra road accident ","The mishap took place around 11:00pm on Sunday when Balu Narayan Chowdhary and his family members were on their way to village Chinchol after attending a marriage function at village Chopra, located around 400 km from here, he said.A dumper truck coming from the opposite direction collided with the SUV on Chopra-Faizpur road near village Hingola in Yaval tehsil, the official at Faizpur police station said.Chowdhary, his wife and eight other SUV occupants died on the spot, he said.Seven others in the car sustained injuries and they were taken to different hospitals in Jalgaon, he said.The victims were residents of village Chinchol and village Mehul under Muktai tehsil, the official added.More about:",https://www.newagebd.net/article/98500/at-least-10-dead-7-hurt-in-maharashtra-road-accident
New Age BD,"Feb 03,2020"," Schoolboy, 2 pedestrians killed in road accidents in districts ","Muzahid, Uttar Baravita Primary School’s Class I student and the 7-year-old son of Ariful Haque of Baravita, was killed in a road accident at 12.30pm, New Age correspondent in Kurigram reports.A speedy auto-rickshaw hit Muzahid from behind near his house at Phulbari in Kurigram and went away, said witnesses and the school’s head teacher Mostafizur Rahman. The victim, who was on his way back home from his school, was killed on the spot, they said.Phulbari police officer-in-charge Rajib Kumar Roy said that Muzahid’s body was buried without autopsy and no complaint was lodged till Sunday evening.In another accident in Tangail, a truck crashed two pedestrians to death at Dhanbari in the district, Bangladesh Sangbad Sangstha reports.One of the deceased was Humayun Kabir, 40, of Jamalpur and the other victim could not be known immediately.Dhanbari police officer-in-Charge Chand Mia said that the accident occurred when the Jamalpur-bound truck hit them from behind at Dhanbari municipality on Tangail-Jamalpur Highway, leaving the victims dead on the spot.He said, ‘The bodies were sent to Tangail General Hospital morgue for autopsy.’More about:",https://www.newagebd.net/article/98483/schoolboy-2-pedestrians-killed-in-road-accidents-in-districts
New Age BD,"Feb 02,2020",3 killed in road accident at Ashulia,"The deceased are Maleka Begum, 30, wife of Adar Molla of Faridpur, her daughter Fatema Khatun, 4, and the rickshaw puller Jewel Rana, 20, son of Abdul Aziz of Tangail.Ashulia police sub-inspector Nurul Huda said that a speedy Gazipur-bound bus of Kaba Paribahan Limited had hit a rickshaw carrying the woman and her daughter while the rickshaw was crossing Nabinagar intersection, leaving two passengers and the puller dead on the spot.Police seized the bus but its driver and his assistant managed to flee away.More about:",https://www.newagebd.net/article/98402/3-killed-in-road-accident-at-ashulia
New Age BD,"Feb 02,2020",Drunk driver kills 4 in Australia,"The 29-year-old driver was charged with manslaughter and high-range drink driving following the incident late Saturday in the Oatlands suburb of western Sydney.The children were on a footpath when the four-wheel drive jumped the curb and rammed into them, police alleged.Three girls aged 8 to 12 and a 13-year-old boy died at the scene and two other girls and a boy were injured and taken to hospital, where they were in a stable condition Sunday, police said. The dead included two sisters and their brother, three of the six children of Daniel and Leila Abdallah.‘Yesterday I lost three of my children. I had a cousin, Bridget, she lost her daughter as well,’ Daniel Abdallah told reporters Sunday morning.‘I’m numb, probably that’s how I feel at the moment,’ he said.‘All I just want to say is, please, drivers be careful. These kids were just walking innocently, enjoying each others’ company and this morning I woke up, I have lost three kids.’A makeshift memorial was later put up where the accident occurred, with people coming to place flowers, teddy bears and candles as well as pay their respects.The driver, whose name has not been released, was due in court Sunday facing 20 charges.More about:",https://www.newagebd.net/article/98401/drunk-driver-kills-4-in-australia
New Age BD,"Feb 01,2020",Five killed in separate road accidents in 3 districts,"Three motorcycle riders were killed in a road accident at Jagusha village under Moheshpur upazila in Jhenaidah, reported Bangladesh Sangbad Sangstha.The deceased were identified as Razu, 22, of Chakla village of Jibannagar upazila, Nazrul Islam, 48, of Nehalpur village, and Sabbir Ahmed, 16, of Nalikunda village of Kotchandpur upazila of Chuadanga.Officer-in-charge of Moheshpur police station Morshed Hossain Khan said that the accident occurred when a tractor coming from opposite direction hit their motorcycle in the area at about 3:15pm as they were on their way to attend a marriage ceremony, leaving them critically injured.Locals rescued and took them to Moheshpur Upazila Health Complex where duty doctors declared them dead, the OC said.The bodies of the deceased were sent to Jhenaidah Sadar Hospital morgue.Police seized the tractor and a case was filed in this connection, the OC added.New Age Bogura correspondent reported that a motorcyclist was killed in a road accident at Dhunat in Bogura.The deceased was identified as Belal Hossain, 27, a mason and son of Dudu Mia, of Sirajganj, said Dhunat police station officer-in-charge Ismail Hossain.Police said that Belal critically injured when a speedy truck hit him near Belkuchi while he was going to Dhunat from Sirajganj.Duty doctor of Dhunat Upazila Health Complex declared him dead soon after he was rushed to the hospital.Police yet to seized the truck or arrest its driver.BSS also reported that a man was killed in a road accident at Kanaitola area on Jashore-Monirampur road under sadar upazila in Jashore.The deceased was identified as Alauddin Biswas, 56, of Ramnagar village under the upazila.Officer-in-charge of Jashore Kotwali model police station Md Moniruzzaman said the accident occurred when a truck hit Alauddin from behind in the area at about 8:00am, leaving him critically injured.He was rushed to Jashore General Hospital where duty doctors declared him dead.A case was filed with the police station in this connection.More about:",https://www.newagebd.net/article/98276/five-killed-in-separate-road-accidents-in-3-districts
New Age BD,"Jan 29,2020",7 killed in road accidents,"In Mymensingh, four people were killed as a bus hit a battery-run auto-rickshaw on Mymensingh-Kishoreganj Highway in Gouripur upazila of Mymensingh Wednesday morning, reports our correspondent.The deceased were identified as auto-rickshaw driver Rafiqul Islam, 55, Sahara Banu, 62, Lal Miah, 50, and Rabeya Khatun, 75.Officer-in-charge of Gouripur police station Borhan Uddin said the accident took place when the Mymensingh-bound bus hit the auto-rickshaw, leaving Sahara Banu dead on the spot.Three critically injured people were rushed to Mymensingh Medical College Hospital, where the on-duty doctors declared them dead.Police seized the bus but its driver managed to flee the spot.In Dinapur, three people were killed when a motorbike crashed into a vehicle carrying a dredger machine on Birampur-Nawabganj road at Jolagari in Birampur upazila on Tuesday night, reports United News of Bangladesh.The deceased were identified as Osman Goni, 30, son of Setabul Islam, Sujon, 35, son of Saidur Rahman, 35, and Biplab Hossain, 30, of Segunbagan in Nawabganj upazila.The accident took place around 11:30 pm when the motorbike, carrying three people, hit the vehicle, leaving one of them killed and two others injured, said Maniruzzaman, OC of Birampur police.The injured were taken to a local hospital where they succumbed to their injuries after admission.More about:",https://www.newagebd.net/article/98020/7-killed-in-road-accidents
New Age BD,"Jan 28,2020",Road accidents kill 9 in 3 dists,"New Age correspondent in Sylhet reports that at least five people were killed and four others injured in three accidents in Sylhet.The deceased are Akther Miah, 42, of Habiganj and Abdur Rakib, 35, of Habiganj, Muzahidur Rahman, 34, of Moulvibazar, Al Amin, 25, of Pabna and Dabirul Islam, 35, of Dinajpur.Moulvibazar Sadar police officer-in-charge Alamgir Hossain said that a speeding pick-up van had collided head-on with a CNG-run auto-rickshaw on Moulvibazar-Sylhet Road at Baurbhag at about 7:30am, killing the auto-rickshaw driver Muzahidur and passenger Al Amin on the spot and injuring four other passengers.He said that the bodies had been sent to Moulvibazar General Hospital for autopsy and the injured had been also admitted there.Shayesthaganj highway police officer-in-charge KM Nazrul Islam said that a speeding vehicle had smashed into a CNG-run auto-rickshaw on the Dhaka-Sylhet national highway at Baganbari in Bahubal of Habiganj early morning, leaving the auto-rickshaw driver Akhter Miah and his friend Abdur Rakib dead on the spot.The bodies had been handed over to their relatives without autopsy following an order issued by the local administration, he added.In the third incident, a tractor plunged into a roadside ditch at Lakshmiprasad Pashchim in Kanaighat of Sylhet at about 8:00am, killing the drive immediately.Kanaighat police officer-in-charge Shamsuddoha said that the body had been sent to Sylhet Osmani Medical College Hospital for autopsy.New Age correspondent in Chattogram reports that two people died on the spot and 10 others injured as a bus plunged into a roadside ditch and overturned at Pahartali Pink city area in Raozan upazila.The deceased are Jahanara Begum, 55, a resident of Shilok area and bus driver assistant Imam Hossain, 45, said Raozan police officer-in-charge Kefayat Ullah.Among the injured are Chittagong University of Engineering and Technology teachers Mohammad Abdur Razzaq of mechanical engineering department and Nadia Mahjabin of petroleum and mining engineering department.New Age correspondent in Moulvibazar reports that two people were killed and three others injured in a collision of a CNG-run autorickshaw and a pickup van on the Moulvibazar-Sherpur regional highway at Baurbhag in Moulvibazar at about 8:00am.The deceased are Mujahidur Rahman, 35, of Moulvibazar, and Al Amin of Iswardi of Pabna while the injured are Nogendra Sutradhor,50, Shahanur Miah, 44, of Sunamgonj and Arman Miah, 34, of Gajipur.All the injured were admitted into Moulvibazar General Hospital.Moulvibazar model police sub-inspector Kamal Uddin said that the auto-rickshaw was going from Moulvibazar to Sherpur and the pickup van was coming from Sherpur to Moulvibazar and both vehicles collided head on due to dense fog.More about:",https://www.newagebd.net/article/97922/road-accidents-kill-9-in-3-dists
New Age BD,"Jan 27,2020",Student’s death sparks protests,"A Secondary School Certificate examinee was killed in a road accident as a water tanker of Dhaka Water Supply and Sewerage Authority ran him over at Wari in the capital on Monday.The deceased, Abir Ahmed, 15, son of Md Hanif Mia of Barara upazila in Cumilla, was a student of Wari High School and used to live with his parents at Jaikali temple area of Wari in Old Dhaka. The victim was the third of four siblings.He came to the school to attend a farewell before SSC examination scheduled to begin on February 3.Wari police sub-inspector Jahir Hossain said that the water tanker run him over when he was standing on the street, leaving him critically injured, at about 11:45am.Abir was rushed to Dhaka Medical College Hospital where duty doctors declared him dead on arrival, DMCH police outpost in-charge Bachchu Mia said.He said that the body was kept at DMCH morgue for post mortem examination.Police seized the vehicle and detained its driver Chunnu Miah after the incident, police said.Fellow students and teachers of the school, on hearing the news of Abir’s death, took to the nearby Wari road and staged demonstration blocking the road which created severe traffic congestion.They chanted slogans demanding justice for Abir and carried handwritten placards reading ‘We want Justice’, ‘Why Abir was killed’, ‘Why no safety on roads’.The students withdrew their blockade after over one hour on assurance from police officials about justice for Abir.Wari High School headmaster Md Abdul Kuddus said that the accident took place before beginning their programme of farewell and milad mahfil.He said that they suspended their programme as the death news spread in the school.A case was lodged with Wari police station in this connection and the driver was shown arrested in the case, SI Jahir said in the evening.More about:",https://www.newagebd.net/article/97847/students-death-sparks-protests
New Age BD,"Jan 26,2020"," Two killed, five injured in Mymensingh road accident ","The identity of the deceased could not be known immediately.The accident took place when the Tangail-bound lorry hit an auto-rickshaw in the area around 8:45am, leaving the two dead on the spot, said Al Amin, additional superintendent of Mymensingh police.On information, police recovered the bodies while the injured were taken to a local health complex.Police seized the lorry but its driver managed to flee the scene, the official added. More about:",https://www.newagebd.net/article/97737/two-killed-five-injured-in-mymensingh-road-accident
New Age BD,"Jan 23,2020",Two motorcyclists killed in C’nawabganj road accident,"The deceased were identified as Habibur, 38, son of Ayub Ali, and Mozahar, 35, son of Saiful Islam.Jasim Uddin, officer-in-charge of Gomastapur police station, said that the truck hit the motorcycle around 11:30am, leaving the duo critically injured.They died on the way to Rajshahi Medical College Hospital around 2:00pm.More about:",https://www.newagebd.net/article/97449/two-motorcyclists-killed-in-cnawabganj-road-accident
New Age BD,"Jan 22,2020"," At least two people killed, 25 injured in Tangail road accidents ","One of the deceased was identified as Imon Hossen, son of Shahadot Hossen of village Kukadair in Tangail, while the other was yet to be identified.Bangabandhu Setu east police officer-in-charge Kazi Ayubur Rahman said that the first accident took place at Kamakkha intersection on Dhaka-Tangail-Bangabandhu Setu Highway around 6:00am.The accident occurred from a collision between two trucks and a bus, leaving the driver’s assistant Imon dead on the spot and 15 others injured.The injured were admitted to the 250-bedded Tangail General Hospital.Another accident occurred at the eastern part of the bridge when a truck tried to overtake a bus, leaving the bus driver’s assistant dead on the spot and 10 others injured.The injured were admitted to the 250-bedded Tangail General Hospital, the officer-in-charge said.More about:",https://www.newagebd.net/article/97357/at-least-two-people-killed-25-injured-in-tangail-road-accidents
New Age BD,"Jan 18,2020",3 of a family killed in Jashore road accident,"New Age correspondent in Jashore reports that three women of a family were killed and four others wounded in a road accident on Shahid Mashiur Rahman Road in Jashore town early Saturday.The accident had taken place as a car carrying the family members back to their house had crashed against an electric pole and a wall, said Abdul Kader, uncle of the two sisters who died before being taken to hospital.The dead were siblings Tanjila Yeasmin, 28, Tanima Yeasmin Piasha, 25, of Barandipara in Jashore and their cousin Afroza Tabassum Tithi of RN Road in the town, said police and family members.Jashore General Hospital medical assistant Mofazzel Hossian said, ‘Doctor Kajal Mallik declared them dead as soon as they were brought to the hospital at about 1:15am.’Tanima’s husband businessman Shafiqul Islam Jyoti, 28, who was driving the vehicle, Afroza’s daughter Mashiar, 3, and their relations Shahin Hossain, 23, and Hridoy, 28, were wounded in the accident.‘Tanima and her husband Shafiqul along with others went on a ride before their post-marital function scheduled for January 23 and on their way back home, the accident occurred, killing the three of our family,’ said Tanima’s uncle Shahinur Rahman.In Gopalganj, two women were killed and 10 others injured after a bus hit a roadside tree at Dhennabari in Sadar at about 10:30am, reports United News of Bangladesh.One of the deceased was identified as Romesa Begum, 50, said Boiltoli Highway police inspector Sajedur Rahman.More about:",https://www.newagebd.net/article/96962/3-of-a-family-killed-in-jashore-road-accident
New Age BD,"Jan 17,2020"," Bus collision kills couple, another ","The deceased were Zahed Hossain, 41, his wife Nigar Sultana, 32, residents of Chakoria, and Omar Faruk, 33, owner of a restaurant in Chattogram.Bimal Chandra Bhoumik, inspector of Patita upazila police outpost, said that the Cox’s Bazar-bound bus of Shyamoli Paribahan collided with a Chattogram-bound local bus at Shantirhat around 11:15am, leaving Faruk and Zahed dead and seven passengers, including Nigar, injured.The injured were taken to a private hospital in Chattogram where duty doctors declared Nigar dead.Police seized the buses but the drivers managed to flee, he added.More about:",https://www.newagebd.net/article/96863/bus-collision-kills-couple-another
New Age BD,"Jan 17,2020"," Minor boy, 2 others killed in road accidents ","Bangladesh Sangbad Sangstha reports that two people, including a minor boy, were killed in road accidents in Gopalganj on Thursday.The dead are Riyadh Kazi, 7, of Ratil in Kashiani, and Siful Islam, 45, of Bagerhat.Kashiani police officer-in-charge Azizur Rahman said that Riyadh was killed when an auto-rickshaw hit him on Thursday afternoon at Khaerhat Jalpar area in the upazila. Later, he was taken to Kashiani Upazila Health Complex where the duty doctor declared him dead.Besides, Siful Islam died as a bus crashed his motorcycle in Singripara area on Thursday afternoon in Tongipara. He died on the spot, said Tongipara police officer-in-charge ASM Nasim.Siful’s body was sent to Gopalganj General Hospital morgue for post-mortem examination.In another incident, BSS reports, a student of Baraiyarhat Degree College of Zorargonj at Mirsarai in Chattogram, was ran over and killed by a bus on the Dhaka-Chattogram highway in Baraiyarhat area in the district on Thursday afternoon.The victim is Abu Sayeed, of West Zorargonj at Mirsari in Chattogram.Locals vandalised the bus and blocked the Dhaka-Chattogram highway for an hour demanding justice.Zorargonj police sub-inspector Mohammad Alamgir confirmed the accident.Police seized bus but none was arrested in this regard.More about:",https://www.newagebd.net/article/96835/minor-boy-2-others-killed-in-road-accidents
New Age BD,"Jan 15,2020",Road mishaps kill 8 in 4 dists,"New Age correspondent in Rangpur reports that three people were killed and two others injured when a bus and an ambulance collided face-to-face on the Rangpur–Dinajpur highway at Basurbanda in Taraganj at about 7:30am.One of the deceased was identified as Rubel Miah who was driving the ambulance.Taraganj police officer-in-charge Mohammad Zinnat Ali said that a Dipjol Paribahan bus on Dhaka–Saidpur route collided with the ambulance carrying patients from the opposite direction, leaving three people dead on the spot.Being informed, police sent the injured to the Rangpur Medical College Hospital.The police officer said that police seized the bus and failed to arrest the bus driver and his assistant as they fled away.Our Mymensingh correspondent reports that one was killed and five others injured in a collision of three buses and two trucks in dense fog on Dhaka–Mymensingh national highway at Kazir Shimla in Trishal at about 8:30am.The deceased was Abul Hossain, 40, of Sherpur. He was an assistant to the driver of one of the buses.Trishal fire service station in-charge Munim Sarowar said that a bus from Shepur hit a sand-laden truck from behind on the highway in front of the Kazir Shimla High School.Then another bus hit the first bus from behind and then a truck hit the second bus from behind and lastly the third bus hit the second truck from behind.In the clash, the first bus driver’s assistant and five passengers got injuries.Injured Abul succumbed to his injuries at Mymensingh Medical College Hospital later.New Age correspondent in Gazipur reports that a person was killed as a motor vehicle ran over him when he was crossing the Dhaka-Tangail national highway at Chandra Palli Bidyut at Kaliakoir in the morning.The deceased was Ansarul Haque, 41, of Palichora in Rangpur. He was working as a junior administrative officer at an apparel factory at Kaliakoir.Salna highway police officer-in-charge Mujibur Rahman said that Ansarul was crossing the highway for going to his office.He said that police had sent the body to Shaheed Tajuddin Ahmed Medical College Hospital for autopsy.In Jhenaidah, three people, including a minor boy, were killed and four others injured in two road accidents on Wednesday, reports Bangladesh Sangbad Sangstha.The deceased were Kamal Hossain, 31, Kholilur Rahman, 42 and Rony Ahmed, 10.Jhenaidah additional police super Milu Mia Biswas said that the accident occurred when a human-hauler locally known as Alam Shadhu collided head-on with a truck at Bazrapur in Moheshpur in the morning.Kamal died on the spot while Kholilur succumbed to his injuries on way to Jashore General Hospital.Four others injured in the accident were admitted to Kotchandpur Upazila Health Complex.In another accident, Class IV student Rony Ahmed was killed when a microbus ran over him at Shahpur Ghighati in Kaliganj in Jhenaidah in the morning.More about:",https://www.newagebd.net/article/96658/road-mishaps-kill-8-in-4-dists
